# started on Wed Mar  7 09:25:59 2018

     1.000183615,589228790,,cycles
     1.000183615,627001854,,instructions
     1.000183615,4647069,,branch-misses
     1.000183615,1524323,,cache-misses
     1.000183615,11655528,,L1-dcache-load-misses
     1.000183615,3933484,,L1-dcache-store-misses
     2.000461629,122285587,,cycles
     2.000461629,60091335,,instructions
     2.000461629,884190,,branch-misses
     2.000461629,468458,,cache-misses
     2.000461629,1789578,,L1-dcache-load-misses
     2.000461629,555618,,L1-dcache-store-misses
     3.000659641,73407512,,cycles
     3.000659641,47622983,,instructions
     3.000659641,675824,,branch-misses
     3.000659641,385108,,cache-misses
     3.000659641,1612689,,L1-dcache-load-misses
     3.000659641,433151,,L1-dcache-store-misses
     4.000964739,85000145,,cycles
     4.000964739,46884302,,instructions
     4.000964739,745395,,branch-misses
     4.000964739,401734,,cache-misses
     4.000964739,1509825,,L1-dcache-load-misses
     4.000964739,457426,,L1-dcache-store-misses
     5.001235607,158562700,,cycles
     5.001235607,78081039,,instructions
     5.001235607,1212452,,branch-misses
     5.001235607,653702,,cache-misses
     5.001235607,2814129,,L1-dcache-load-misses
     5.001235607,813681,,L1-dcache-store-misses
     6.001517301,107603587,,cycles
     6.001517301,65678603,,instructions
     6.001517301,1018615,,branch-misses
     6.001517301,466732,,cache-misses
     6.001517301,1917197,,L1-dcache-load-misses
     6.001517301,611875,,L1-dcache-store-misses
     7.013851046,169621412,,cycles
     7.013851046,77693958,,instructions
     7.013851046,1257396,,branch-misses
     7.013851046,602175,,cache-misses
     7.013851046,2793026,,L1-dcache-load-misses
     7.013851046,778225,,L1-dcache-store-misses
     8.047304654,109035574,,cycles
     8.047304654,65101229,,instructions
     8.047304654,1194381,,branch-misses
     8.047304654,623980,,cache-misses
     8.047304654,2332271,,L1-dcache-load-misses
     8.047304654,634794,,L1-dcache-store-misses
     9.047535393,109534757,,cycles
     9.047535393,65168819,,instructions
     9.047535393,911521,,branch-misses
     9.047535393,444545,,cache-misses
     9.047535393,1946872,,L1-dcache-load-misses
     9.047535393,603308,,L1-dcache-store-misses
    10.047720673,143140658,,cycles
    10.047720673,78915708,,instructions
    10.047720673,1187350,,branch-misses
    10.047720673,525942,,cache-misses
    10.047720673,2603183,,L1-dcache-load-misses
    10.047720673,789514,,L1-dcache-store-misses
    11.047928884,123774586,,cycles
    11.047928884,66200920,,instructions
    11.047928884,982259,,branch-misses
    11.047928884,481512,,cache-misses
    11.047928884,1881397,,L1-dcache-load-misses
    11.047928884,679112,,L1-dcache-store-misses
    12.048151861,114052921,,cycles
    12.048151861,67168343,,instructions
    12.048151861,1090135,,branch-misses
    12.048151861,570265,,cache-misses
    12.048151861,2418385,,L1-dcache-load-misses
    12.048151861,682043,,L1-dcache-store-misses
    13.049852806,130955907,,cycles
    13.049852806,63566013,,instructions
    13.049852806,959258,,branch-misses
    13.049852806,466397,,cache-misses
    13.049852806,2213897,,L1-dcache-load-misses
    13.049852806,781618,,L1-dcache-store-misses
    14.058767152,107504879,,cycles
    14.058767152,63897544,,instructions
    14.058767152,980177,,branch-misses
    14.058767152,554895,,cache-misses
    14.058767152,2218280,,L1-dcache-load-misses
    14.058767152,623224,,L1-dcache-store-misses
    15.059020094,82206137,,cycles
    15.059020094,48618122,,instructions
    15.059020094,728293,,branch-misses
    15.059020094,350864,,cache-misses
    15.059020094,1452997,,L1-dcache-load-misses
    15.059020094,430942,,L1-dcache-store-misses
    16.079036297,126205162,,cycles
    16.079036297,69325492,,instructions
    16.079036297,1151388,,branch-misses
    16.079036297,537645,,cache-misses
    16.079036297,2328243,,L1-dcache-load-misses
    16.079036297,787868,,L1-dcache-store-misses
    17.079285249,136426386,,cycles
    17.079285249,76181944,,instructions
    17.079285249,1094026,,branch-misses
    17.079285249,555888,,cache-misses
    17.079285249,2658833,,L1-dcache-load-misses
    17.079285249,813287,,L1-dcache-store-misses
    18.086321449,64369253,,cycles
    18.086321449,45334588,,instructions
    18.086321449,757741,,branch-misses
    18.086321449,359946,,cache-misses
    18.086321449,1585841,,L1-dcache-load-misses
    18.086321449,429879,,L1-dcache-store-misses
    19.097284520,175067634,,cycles
    19.097284520,87464838,,instructions
    19.097284520,1331805,,branch-misses
    19.097284520,645940,,cache-misses
    19.097284520,2925087,,L1-dcache-load-misses
    19.097284520,891903,,L1-dcache-store-misses
    20.103397064,88758529,,cycles
    20.103397064,48776091,,instructions
    20.103397064,747106,,branch-misses
    20.103397064,391638,,cache-misses
    20.103397064,1504390,,L1-dcache-load-misses
    20.103397064,471383,,L1-dcache-store-misses
    21.103589479,113888700,,cycles
    21.103589479,64679852,,instructions
    21.103589479,952798,,branch-misses
    21.103589479,463602,,cache-misses
    21.103589479,1978551,,L1-dcache-load-misses
    21.103589479,599246,,L1-dcache-store-misses
    22.103893802,188198322,,cycles
    22.103893802,84142957,,instructions
    22.103893802,1315578,,branch-misses
    22.103893802,542981,,cache-misses
    22.103893802,2479812,,L1-dcache-load-misses
    22.103893802,814314,,L1-dcache-store-misses
    23.104113082,92554207,,cycles
    23.104113082,48822130,,instructions
    23.104113082,839472,,branch-misses
    23.104113082,467999,,cache-misses
    23.104113082,1883902,,L1-dcache-load-misses
    23.104113082,590125,,L1-dcache-store-misses
    24.104280288,114051276,,cycles
    24.104280288,60666521,,instructions
    24.104280288,972707,,branch-misses
    24.104280288,467670,,cache-misses
    24.104280288,2206654,,L1-dcache-load-misses
    24.104280288,667272,,L1-dcache-store-misses
    25.104466716,75868781,,cycles
    25.104466716,40117910,,instructions
    25.104466716,560439,,branch-misses
    25.104466716,277019,,cache-misses
    25.104466716,1058572,,L1-dcache-load-misses
    25.104466716,318944,,L1-dcache-store-misses
    26.104633170,97590263,,cycles
    26.104633170,52180519,,instructions
    26.104633170,819207,,branch-misses
    26.104633170,399916,,cache-misses
    26.104633170,2158478,,L1-dcache-load-misses
    26.104633170,620708,,L1-dcache-store-misses
    27.104826482,112885335,,cycles
    27.104826482,70131400,,instructions
    27.104826482,1028966,,branch-misses
    27.104826482,561638,,cache-misses
    27.104826482,2335372,,L1-dcache-load-misses
    27.104826482,690399,,L1-dcache-store-misses
    28.105029432,105483957,,cycles
    28.105029432,65508470,,instructions
    28.105029432,980344,,branch-misses
    28.105029432,471632,,cache-misses
    28.105029432,2083786,,L1-dcache-load-misses
    28.105029432,521686,,L1-dcache-store-misses
