# started on Tue Mar  6 08:17:16 2018

     1.000202332,1671689435,,cycles
     1.000202332,2283121424,,instructions
     1.000202332,11735903,,branch-misses
     1.000202332,2005068,,cache-misses
     1.000202332,32811392,,L1-dcache-load-misses
     1.000202332,11194870,,L1-dcache-store-misses
     2.000470156,516257023,,cycles
     2.000470156,385452627,,instructions
     2.000470156,4785318,,branch-misses
     2.000470156,1327417,,cache-misses
     2.000470156,10668102,,L1-dcache-load-misses
     2.000470156,3361697,,L1-dcache-store-misses
     3.000624545,540070474,,cycles
     3.000624545,413525383,,instructions
     3.000624545,5103944,,branch-misses
     3.000624545,1419526,,cache-misses
     3.000624545,11549515,,L1-dcache-load-misses
     3.000624545,3516693,,L1-dcache-store-misses
     4.000815074,539943740,,cycles
     4.000815074,419427431,,instructions
     4.000815074,5105796,,branch-misses
     4.000815074,1345020,,cache-misses
     4.000815074,11917116,,L1-dcache-load-misses
     4.000815074,3520360,,L1-dcache-store-misses
     5.000956231,485616716,,cycles
     5.000956231,362590199,,instructions
     5.000956231,4497617,,branch-misses
     5.000956231,1261169,,cache-misses
     5.000956231,10010459,,L1-dcache-load-misses
     5.000956231,3158386,,L1-dcache-store-misses
     6.001160061,542276314,,cycles
     6.001160061,421243223,,instructions
     6.001160061,5137950,,branch-misses
     6.001160061,1420971,,cache-misses
     6.001160061,11987902,,L1-dcache-load-misses
     6.001160061,3590626,,L1-dcache-store-misses
     7.001387081,382612860,,cycles
     7.001387081,304335938,,instructions
     7.001387081,3684574,,branch-misses
     7.001387081,1035165,,cache-misses
     7.001387081,8452353,,L1-dcache-load-misses
     7.001387081,2564855,,L1-dcache-store-misses
     8.001589726,557472057,,cycles
     8.001589726,425118895,,instructions
     8.001589726,5128705,,branch-misses
     8.001589726,1734556,,cache-misses
     8.001589726,12669780,,L1-dcache-load-misses
     8.001589726,3781988,,L1-dcache-store-misses
     9.001770744,481739746,,cycles
     9.001770744,349469862,,instructions
     9.001770744,4230413,,branch-misses
     9.001770744,1200243,,cache-misses
     9.001770744,10197497,,L1-dcache-load-misses
     9.001770744,3153264,,L1-dcache-store-misses
    10.001957707,434366192,,cycles
    10.001957707,327784430,,instructions
    10.001957707,3907749,,branch-misses
    10.001957707,1095952,,cache-misses
