1504.566016,,cpu-clock
1488.744412,,cpu-clock
1504.644335,,cpu-clock
1484.506919,,cpu-clock
1497.259336,,cpu-clock
1520.342761,,cpu-clock
1495.710259,,cpu-clock
1501.063168,,cpu-clock
1502.616483,,cpu-clock
1480.196339,,cpu-clock
1499.513037,,cpu-clock
1520.859973,,cpu-clock
1515.589862,,cpu-clock
1499.666448,,cpu-clock
1526.495211,,cpu-clock
1489.358218,,cpu-clock
1504.308561,,cpu-clock
1499.085594,,cpu-clock
1516.629450,,cpu-clock
1487.963382,,cpu-clock
1497.125977,,cpu-clock
1484.180580,,cpu-clock
1501.249495,,cpu-clock
1504.138460,,cpu-clock
1487.337851,,cpu-clock
1484.181099,,cpu-clock
1488.673139,,cpu-clock
1499.431621,,cpu-clock
1496.519550,,cpu-clock
1499.676919,,cpu-clock
1484.514146,,cpu-clock
1492.932815,,cpu-clock
1493.932820,,cpu-clock
1509.659045,,cpu-clock
1496.919740,,cpu-clock
1522.703601,,cpu-clock
1493.939267,,cpu-clock
1484.556110,,cpu-clock
1482.720748,,cpu-clock
1490.603192,,cpu-clock
1496.539731,,cpu-clock
1506.277750,,cpu-clock
1483.261592,,cpu-clock
1513.754453,,cpu-clock
1500.111814,,cpu-clock
1497.327985,,cpu-clock
1589.333603,,cpu-clock
1499.768280,,cpu-clock
1479.351117,,cpu-clock
1498.646463,,cpu-clock
1481.482938,,cpu-clock
1477.886059,,cpu-clock
1495.377443,,cpu-clock
1496.660633,,cpu-clock
1492.229224,,cpu-clock
1502.239490,,cpu-clock
1481.135574,,cpu-clock
1507.090698,,cpu-clock
1531.287542,,cpu-clock
1498.305300,,cpu-clock
1503.286915,,cpu-clock
1507.974081,,cpu-clock
1520.697588,,cpu-clock
1495.371987,,cpu-clock
1487.516596,,cpu-clock
1491.384208,,cpu-clock
1514.929688,,cpu-clock
1476.562575,,cpu-clock
1504.654947,,cpu-clock
1494.328694,,cpu-clock
1512.145184,,cpu-clock
1486.807824,,cpu-clock
1520.958954,,cpu-clock
1487.434037,,cpu-clock
1507.666363,,cpu-clock
1518.083581,,cpu-clock
1499.467942,,cpu-clock
1504.472452,,cpu-clock
1500.479895,,cpu-clock
1497.591944,,cpu-clock
1495.184009,,cpu-clock
1501.659717,,cpu-clock
1500.020695,,cpu-clock
1498.555710,,cpu-clock
1506.396499,,cpu-clock
1503.813292,,cpu-clock
1504.916544,,cpu-clock
1499.590741,,cpu-clock
1490.994171,,cpu-clock
1496.467784,,cpu-clock
1480.435189,,cpu-clock
1503.797711,,cpu-clock
1484.777184,,cpu-clock
1528.718785,,cpu-clock
1496.976081,,cpu-clock
1517.562052,,cpu-clock
1496.140239,,cpu-clock
1515.673368,,cpu-clock
1482.116432,,cpu-clock
1511.589542,,cpu-clock
1504.536066,,cpu-clock
1520.035015,,cpu-clock
1506.233216,,cpu-clock
1492.139143,,cpu-clock
1483.552644,,cpu-clock
1496.927407,,cpu-clock
1489.236943,,cpu-clock
1495.624183,,cpu-clock
1493.505129,,cpu-clock
1493.929144,,cpu-clock
1491.629156,,cpu-clock
1511.306046,,cpu-clock
1491.802569,,cpu-clock
1497.385509,,cpu-clock
1491.416929,,cpu-clock
1490.040401,,cpu-clock
1494.386318,,cpu-clock
1512.684154,,cpu-clock
1509.255387,,cpu-clock
1571.626942,,cpu-clock
1500.991420,,cpu-clock
1493.329343,,cpu-clock
1478.446375,,cpu-clock
1510.109061,,cpu-clock
1524.044116,,cpu-clock
1492.088061,,cpu-clock
1495.322660,,cpu-clock
1528.175920,,cpu-clock
1502.097269,,cpu-clock
1614.399812,,cpu-clock
1505.018705,,cpu-clock
1510.406635,,cpu-clock
1498.947243,,cpu-clock
1488.083590,,cpu-clock
1506.779167,,cpu-clock
1499.294011,,cpu-clock
1492.444043,,cpu-clock
1495.872064,,cpu-clock
1485.773328,,cpu-clock
1490.752135,,cpu-clock
1488.543580,,cpu-clock
1494.472655,,cpu-clock
1499.433133,,cpu-clock
1492.830508,,cpu-clock
