# started on Wed Mar  7 09:27:02 2018

     1.000253169,673370135,,cycles
     1.000253169,631704808,,instructions
     1.000253169,4807259,,branch-misses
     1.000253169,1548259,,cache-misses
     1.000253169,12506934,,L1-dcache-load-misses
     1.000253169,4260347,,L1-dcache-store-misses
     2.028578967,73056807,,cycles
     2.028578967,38135166,,instructions
     2.028578967,519889,,branch-misses
     2.028578967,356148,,cache-misses
     2.028578967,1263436,,L1-dcache-load-misses
     2.028578967,408490,,L1-dcache-store-misses
     3.028872098,120855598,,cycles
     3.028872098,62880709,,instructions
     3.028872098,893045,,branch-misses
     3.028872098,500593,,cache-misses
     3.028872098,2133285,,L1-dcache-load-misses
     3.028872098,654417,,L1-dcache-store-misses
     4.042378309,70615771,,cycles
     4.042378309,43369939,,instructions
     4.042378309,761819,,branch-misses
     4.042378309,427360,,cache-misses
     4.042378309,1400742,,L1-dcache-load-misses
     4.042378309,417628,,L1-dcache-store-misses
     5.042605735,105536205,,cycles
     5.042605735,60090545,,instructions
     5.042605735,793629,,branch-misses
     5.042605735,449778,,cache-misses
     5.042605735,1999639,,L1-dcache-load-misses
     5.042605735,568380,,L1-dcache-store-misses
     6.062123429,122839347,,cycles
     6.062123429,51605642,,instructions
     6.062123429,813562,,branch-misses
     6.062123429,387693,,cache-misses
     6.062123429,1742696,,L1-dcache-load-misses
     6.062123429,579099,,L1-dcache-store-misses
     7.062332318,62351806,,cycles
     7.062332318,37189157,,instructions
     7.062332318,583222,,branch-misses
     7.062332318,303495,,cache-misses
     7.062332318,1193964,,L1-dcache-load-misses
     7.062332318,328495,,L1-dcache-store-misses
     8.089606002,72725597,,cycles
     8.089606002,44831551,,instructions
     8.089606002,637947,,branch-misses
     8.089606002,410642,,cache-misses
     8.089606002,1433032,,L1-dcache-load-misses
     8.089606002,422315,,L1-dcache-store-misses
     9.089861874,146703880,,cycles
     9.089861874,75922290,,instructions
     9.089861874,1099319,,branch-misses
     9.089861874,587698,,cache-misses
     9.089861874,2202947,,L1-dcache-load-misses
     9.089861874,694506,,L1-dcache-store-misses
    10.097062022,101049190,,cycles
    10.097062022,62309291,,instructions
    10.097062022,1044828,,branch-misses
    10.097062022,495371,,cache-misses
    10.097062022,2039436,,L1-dcache-load-misses
    10.097062022,521151,,L1-dcache-store-misses
    11.097288932,128228091,,cycles
    11.097288932,65078530,,instructions
    11.097288932,975225,,branch-misses
    11.097288932,452093,,cache-misses
    11.097288932,2012877,,L1-dcache-load-misses
    11.097288932,595045,,L1-dcache-store-misses
    12.097477397,111576748,,cycles
    12.097477397,57363366,,instructions
    12.097477397,976870,,branch-misses
    12.097477397,525519,,cache-misses
    12.097477397,2415826,,L1-dcache-load-misses
    12.097477397,704954,,L1-dcache-store-misses
    13.097797453,116867318,,cycles
    13.097797453,65817642,,instructions
    13.097797453,935530,,branch-misses
    13.097797453,480225,,cache-misses
    13.097797453,1804540,,L1-dcache-load-misses
    13.097797453,611691,,L1-dcache-store-misses
    14.098053597,115353160,,cycles
    14.098053597,60095132,,instructions
    14.098053597,995803,,branch-misses
    14.098053597,529086,,cache-misses
    14.098053597,2435063,,L1-dcache-load-misses
    14.098053597,683898,,L1-dcache-store-misses
    15.098294302,170695033,,cycles
    15.098294302,77639524,,instructions
    15.098294302,1263945,,branch-misses
    15.098294302,548384,,cache-misses
    15.098294302,3456864,,L1-dcache-load-misses
    15.098294302,1035198,,L1-dcache-store-misses
    16.102816974,118806198,,cycles
    16.102816974,72822804,,instructions
    16.102816974,1077276,,branch-misses
    16.102816974,536007,,cache-misses
    16.102816974,2375120,,L1-dcache-load-misses
    16.102816974,717216,,L1-dcache-store-misses
    17.103133089,145305008,,cycles
    17.103133089,82430734,,instructions
    17.103133089,1047937,,branch-misses
    17.103133089,539139,,cache-misses
    17.103133089,2643929,,L1-dcache-load-misses
    17.103133089,719412,,L1-dcache-store-misses
    18.103364887,75156327,,cycles
    18.103364887,53549743,,instructions
    18.103364887,988978,,branch-misses
    18.103364887,505852,,cache-misses
    18.103364887,2087091,,L1-dcache-load-misses
    18.103364887,650999,,L1-dcache-store-misses
    19.103662417,77439786,,cycles
    19.103662417,50007041,,instructions
    19.103662417,771944,,branch-misses
    19.103662417,343831,,cache-misses
    19.103662417,1548777,,L1-dcache-load-misses
    19.103662417,376364,,L1-dcache-store-misses
    20.108100083,120870847,,cycles
    20.108100083,72002090,,instructions
    20.108100083,1131270,,branch-misses
    20.108100083,543244,,cache-misses
    20.108100083,2423181,,L1-dcache-load-misses
    20.108100083,737771,,L1-dcache-store-misses
    21.108274662,102623199,,cycles
    21.108274662,62362932,,instructions
    21.108274662,971943,,branch-misses
    21.108274662,479089,,cache-misses
    21.108274662,1860120,,L1-dcache-load-misses
    21.108274662,558767,,L1-dcache-store-misses
    22.133372103,99396230,,cycles
    22.133372103,60781610,,instructions
    22.133372103,911801,,branch-misses
    22.133372103,429687,,cache-misses
    22.133372103,1904403,,L1-dcache-load-misses
