# started on Wed Mar  7 09:41:33 2018

     1.000202883,796119710,,cycles
     1.000202883,730680249,,instructions
     1.000202883,5823086,,branch-misses
     1.000202883,1601948,,cache-misses
     1.000202883,15263678,,L1-dcache-load-misses
     1.000202883,5480543,,L1-dcache-store-misses
     2.000530295,550240682,,cycles
     2.000530295,330108546,,instructions
     2.000530295,4312663,,branch-misses
     2.000530295,1414584,,cache-misses
     2.000530295,11911967,,L1-dcache-load-misses
     2.000530295,3510270,,L1-dcache-store-misses
     3.000785759,735214272,,cycles
     3.000785759,431179434,,instructions
     3.000785759,6019892,,branch-misses
     3.000785759,1873294,,cache-misses
     3.000785759,15586873,,L1-dcache-load-misses
     3.000785759,4748444,,L1-dcache-store-misses
     4.001021342,767930951,,cycles
     4.001021342,484377568,,instructions
     4.001021342,6251933,,branch-misses
     4.001021342,1992774,,cache-misses
     4.001021342,16464637,,L1-dcache-load-misses
     4.001021342,4736809,,L1-dcache-store-misses
     5.001246915,593925883,,cycles
     5.001246915,387574241,,instructions
     5.001246915,5157245,,branch-misses
     5.001246915,1766522,,cache-misses
     5.001246915,13359218,,L1-dcache-load-misses
     5.001246915,3794277,,L1-dcache-store-misses
     6.001445887,359167617,,cycles
     6.001445887,249549630,,instructions
     6.001445887,3464057,,branch-misses
     6.001445887,1201695,,cache-misses
     6.001445887,7972008,,L1-dcache-load-misses
     6.001445887,2343464,,L1-dcache-store-misses
     6.055517614,30417826,,cycles
     6.055517614,31271718,,instructions
     6.055517614,307777,,branch-misses
     6.055517614,421328,,cache-misses
     6.055517614,812557,,L1-dcache-load-misses
     6.055517614,254625,,L1-dcache-store-misses
