1417.155600,,cpu-clock,1417183077,100.00,0.934,CPUs utilized
1414.493407,,cpu-clock,1414499001,100.00,0.903,CPUs utilized
1393.825996,,cpu-clock,1393832945,100.00,0.933,CPUs utilized
1412.163567,,cpu-clock,1412165127,100.00,0.906,CPUs utilized
1412.837540,,cpu-clock,1412866086,100.00,0.912,CPUs utilized
1400.703377,,cpu-clock,1400713746,100.00,0.928,CPUs utilized
1418.835286,,cpu-clock,1418846239,100.00,0.913,CPUs utilized
1441.144104,,cpu-clock,1441153444,100.00,0.891,CPUs utilized
1410.803310,,cpu-clock,1410824784,100.00,0.933,CPUs utilized
1435.293199,,cpu-clock,1435303760,100.00,0.931,CPUs utilized
1397.689979,,cpu-clock,1397711534,100.00,0.932,CPUs utilized
1408.090083,,cpu-clock,1408102505,100.00,0.935,CPUs utilized
1405.879671,,cpu-clock,1405880330,100.00,0.912,CPUs utilized
1391.653983,,cpu-clock,1391669086,100.00,0.905,CPUs utilized
1435.866924,,cpu-clock,1435878581,100.00,0.928,CPUs utilized
1413.618028,,cpu-clock,1413631205,100.00,0.861,CPUs utilized
1404.960500,,cpu-clock,1404983980,100.00,0.900,CPUs utilized
1390.240982,,cpu-clock,1390255063,100.00,0.903,CPUs utilized
1440.985289,,cpu-clock,1440996433,100.00,0.931,CPUs utilized
1413.850363,,cpu-clock,1413878542,100.00,0.932,CPUs utilized
1441.222051,,cpu-clock,1441238787,100.00,0.937,CPUs utilized
1442.782663,,cpu-clock,1442791476,100.00,0.938,CPUs utilized
1420.141712,,cpu-clock,1420161283,100.00,0.931,CPUs utilized
1419.633765,,cpu-clock,1419641215,100.00,0.906,CPUs utilized
