1413.073455,,cpu-clock,1413079944,100.00,0.865,CPUs utilized
1400.187031,,cpu-clock,1400206149,100.00,0.893,CPUs utilized
1410.730349,,cpu-clock,1410761188,100.00,0.814,CPUs utilized
1421.191698,,cpu-clock,1421211939,100.00,0.895,CPUs utilized
1410.785650,,cpu-clock,1410790994,100.00,0.893,CPUs utilized
1404.827432,,cpu-clock,1404846217,100.00,0.889,CPUs utilized
1381.558717,,cpu-clock,1381567304,100.00,0.916,CPUs utilized
1434.213824,,cpu-clock,1434233983,100.00,0.889,CPUs utilized
1454.391601,,cpu-clock,1454416820,100.00,0.920,CPUs utilized
1481.111155,,cpu-clock,1481132107,100.00,0.824,CPUs utilized
1460.647666,,cpu-clock,1460656033,100.00,0.877,CPUs utilized
1433.263256,,cpu-clock,1433281168,100.00,0.916,CPUs utilized
1505.745364,,cpu-clock,1505757308,100.00,0.917,CPUs utilized
1484.347593,,cpu-clock,1484347933,100.00,0.922,CPUs utilized
1466.283991,,cpu-clock,1466300675,100.00,0.901,CPUs utilized
1480.178116,,cpu-clock,1480198944,100.00,0.894,CPUs utilized
1431.465053,,cpu-clock,1431481197,100.00,0.889,CPUs utilized
1412.005629,,cpu-clock,1412020591,100.00,0.919,CPUs utilized
1396.836198,,cpu-clock,1396850197,100.00,0.899,CPUs utilized
1435.365586,,cpu-clock,1435384295,100.00,0.890,CPUs utilized
1404.908702,,cpu-clock,1404924794,100.00,0.926,CPUs utilized
1410.040850,,cpu-clock,1410050297,100.00,0.887,CPUs utilized
1409.070564,,cpu-clock,1409073794,100.00,0.901,CPUs utilized
1391.004631,,cpu-clock,1391022490,100.00,0.915,CPUs utilized
1432.224096,,cpu-clock,1432232496,100.00,0.923,CPUs utilized
1390.023002,,cpu-clock,1390033274,100.00,0.886,CPUs utilized
1403.611368,,cpu-clock,1403623972,100.00,0.920,CPUs utilized
1431.723285,,cpu-clock,1431734587,100.00,0.898,CPUs utilized
1406.996505,,cpu-clock,1407006866,100.00,0.918,CPUs utilized
1417.780159,,cpu-clock,1417795230,100.00,0.902,CPUs utilized
1410.470567,,cpu-clock,1410489132,100.00,0.886,CPUs utilized
1382.740549,,cpu-clock,1382752245,100.00,0.894,CPUs utilized
1423.666913,,cpu-clock,1423675977,100.00,0.915,CPUs utilized
1392.505495,,cpu-clock,1392518949,100.00,0.896,CPUs utilized
1409.467068,,cpu-clock,1409474856,100.00,0.921,CPUs utilized
1438.703626,,cpu-clock,1438697730,100.00,0.894,CPUs utilized
1401.190211,,cpu-clock,1401206782,100.00,0.894,CPUs utilized
1400.318975,,cpu-clock,1400329764,100.00,0.887,CPUs utilized
1422.456240,,cpu-clock,1422467124,100.00,0.938,CPUs utilized
1425.936584,,cpu-clock,1425952797,100.00,0.935,CPUs utilized
1400.880029,,cpu-clock,1400890858,100.00,0.930,CPUs utilized
1414.164656,,cpu-clock,1414175479,100.00,0.939,CPUs utilized
1382.563758,,cpu-clock,1382568378,100.00,0.940,CPUs utilized
1424.016622,,cpu-clock,1424033012,100.00,0.906,CPUs utilized
1408.068662,,cpu-clock,1408091358,100.00,0.905,CPUs utilized
1412.241819,,cpu-clock,1412253571,100.00,0.931,CPUs utilized
1398.735162,,cpu-clock,1398753306,100.00,0.892,CPUs utilized
1426.894579,,cpu-clock,1426912905,100.00,0.932,CPUs utilized
1430.098111,,cpu-clock,1430107226,100.00,0.941,CPUs utilized
1403.927671,,cpu-clock,1403934305,100.00,0.937,CPUs utilized
1421.384727,,cpu-clock,1421409521,100.00,0.904,CPUs utilized
1426.209806,,cpu-clock,1426217893,100.00,0.910,CPUs utilized
1426.392194,,cpu-clock,1426413222,100.00,0.931,CPUs utilized
1424.324439,,cpu-clock,1424338525,100.00,0.903,CPUs utilized
1436.614248,,cpu-clock,1436636777,100.00,0.894,CPUs utilized
1386.148708,,cpu-clock,1386157142,100.00,0.926,CPUs utilized
1370.291864,,cpu-clock,1370316677,100.00,0.929,CPUs utilized
1417.602273,,cpu-clock,1417625635,100.00,0.914,CPUs utilized
1385.161059,,cpu-clock,1385172135,100.00,0.913,CPUs utilized
1415.781886,,cpu-clock,1415798784,100.00,0.910,CPUs utilized
1386.268070,,cpu-clock,1386278278,100.00,0.930,CPUs utilized
1423.183108,,cpu-clock,1423191114,100.00,0.920,CPUs utilized
1460.273142,,cpu-clock,1460281606,100.00,0.938,CPUs utilized
1407.288842,,cpu-clock,1407305579,100.00,0.924,CPUs utilized
1434.608146,,cpu-clock,1434608564,100.00,0.934,CPUs utilized
1419.915417,,cpu-clock,1419929893,100.00,0.936,CPUs utilized
1415.831967,,cpu-clock,1415836063,100.00,0.901,CPUs utilized
1426.773916,,cpu-clock,1426801689,100.00,0.915,CPUs utilized
1391.448380,,cpu-clock,1391451794,100.00,0.931,CPUs utilized
1414.871555,,cpu-clock,1414880220,100.00,0.928,CPUs utilized
1402.917948,,cpu-clock,1402922834,100.00,0.885,CPUs utilized
1432.604881,,cpu-clock,1432618589,100.00,0.928,CPUs utilized
1415.654442,,cpu-clock,1415670736,100.00,0.920,CPUs utilized
1388.396939,,cpu-clock,1388394317,100.00,0.929,CPUs utilized
1419.452920,,cpu-clock,1419454167,100.00,0.929,CPUs utilized
1413.964103,,cpu-clock,1413987669,100.00,0.901,CPUs utilized
