# started on Wed Mar  7 09:55:41 2018

     1.000159534,2714324124,,cycles
     1.000159534,1766989186,,instructions
     1.000159534,18117568,,branch-misses
     1.000159534,5763896,,cache-misses
     1.000159534,55070031,,L1-dcache-load-misses
     1.000159534,17221813,,L1-dcache-store-misses
     2.000313571,3379868314,,cycles
     2.000313571,1845426801,,instructions
     2.000313571,21575130,,branch-misses
     2.000313571,7562099,,cache-misses
     2.000313571,68040929,,L1-dcache-load-misses
     2.000313571,20426986,,L1-dcache-store-misses
     3.000452655,3080276795,,cycles
     3.000452655,1688902188,,instructions
     3.000452655,19878262,,branch-misses
     3.000452655,7189015,,cache-misses
     3.000452655,62327760,,L1-dcache-load-misses
     3.000452655,18609902,,L1-dcache-store-misses
     4.000578116,3361516640,,cycles
     4.000578116,1835507637,,instructions
     4.000578116,21581528,,branch-misses
     4.000578116,7582005,,cache-misses
     4.000578116,67925489,,L1-dcache-load-misses
     4.000578116,20413761,,L1-dcache-store-misses
     5.000707798,3418467274,,cycles
     5.000707798,1872162859,,instructions
     5.000707798,21828865,,branch-misses
     5.000707798,7651089,,cache-misses
     5.000707798,68450568,,L1-dcache-load-misses
     5.000707798,20679811,,L1-dcache-store-misses
     6.000897268,3067643441,,cycles
     6.000897268,1738347976,,instructions
     6.000897268,20234160,,branch-misses
     6.000897268,7035743,,cache-misses
     6.000897268,62420484,,L1-dcache-load-misses
     6.000897268,18628568,,L1-dcache-store-misses
     7.001140535,123799834,,cycles
     7.001140535,83421026,,instructions
     7.001140535,1125833,,branch-misses
     7.001140535,517773,,cache-misses
     7.001140535,2459314,,L1-dcache-load-misses
     7.001140535,774794,,L1-dcache-store-misses
     7.242991078,74412630,,cycles
     7.242991078,45686711,,instructions
     7.242991078,489341,,branch-misses
     7.242991078,518836,,cache-misses
     7.242991078,1512023,,L1-dcache-load-misses
     7.242991078,479413,,L1-dcache-store-misses
