# started on Wed Mar  7 09:55:38 2018

     1.000150214,2431788013,,cycles
     1.000150214,1637380784,,instructions
     1.000150214,16248444,,branch-misses
     1.000150214,5118383,,cache-misses
     1.000150214,49770853,,L1-dcache-load-misses
     1.000150214,15341511,,L1-dcache-store-misses
     1.327143538,353817482,,cycles
     1.327143538,209081120,,instructions
     1.327143538,2294306,,branch-misses
     1.327143538,972690,,cache-misses
     1.327143538,7261270,,L1-dcache-load-misses
     1.327143538,2169171,,L1-dcache-store-misses
